09:03,33.40
09:08,33.40
09:13,33.40
09:18,33.40
09:19,33.40
09:23,33.40
09:28,33.40
09:33,33.40
09:38,33.40
09:43,33.40
09:48,33.40
09:53,33.40
09:58,33.40
10:03,33.40
10:08,33.40
10:14,33.40
10:18,33.40
10:23,33.40
10:28,33.40
10:33,33.40
10:38,33.40
10:43,33.42
10:48,33.42
10:53,33.42
10:58,33.42
11:03,33.42
11:08,33.42
11:13,33.42
11:18,33.42
11:23,33.42
11:28,33.42
11:33,33.42
11:38,33.42
11:43,33.42
11:48,33.42
11:53,33.42
11:58,33.42
12:03,33.42
12:08,33.42
12:13,33.42
12:18,33.545
12:23,33.545
12:28,33.545
12:33,33.545
12:38,33.40
12:43,33.45
12:48,33.45
12:53,33.45
12:58,33.45
13:03,33.45
13:08,33.45
13:13,33.45
13:18,33.45
13:23,33.45
13:28,33.45
13:33,33.45
13:38,33.45
13:43,33.45
13:48,33.45
13:53,33.45
13:58,33.45
14:03,33.45
14:08,33.45
14:13,33.45
14:18,33.45
14:23,33.45
14:28,33.45
14:33,33.45
14:38,33.45
14:43,33.45
14:48,33.45
14:53,33.45
14:58,33.45
15:03,33.45
15:08,33.45
15:13,33.45
15:18,33.45
15:23,33.45
15:28,33.45
15:33,33.45
15:39,33.45
15:44,33.45
15:48,33.45
15:53,33.45
15:58,33.35
16:03,33.35
16:08,33.32
16:13,33.32
16:18,33.32
16:23,33.32
16:28,33.32
16:33,33.30
16:38,33.30
16:43,33.30
16:48,33.30
16:53,33.30
16:58,33.30
17:03,33.30
17:08,33.30
17:13,33.30
17:19,33.30
17:23,33.30
17:28,33.30
17:34,33.30
17:35,33.38
