09:03,7.45
09:08,7.45
09:13,7.417
09:18,7.40
09:19,7.40
09:23,7.40
09:28,7.421
09:33,7.395
09:38,7.39
09:44,7.38
09:48,7.37
09:53,7.39
09:58,7.39
10:03,7.39
10:08,7.391
10:13,7.40
10:18,7.414
10:23,7.39
10:28,7.39
10:34,7.39
10:38,7.37
10:44,7.375
10:48,7.35
10:53,7.366
10:58,7.365
11:03,7.374
11:08,7.37
11:14,7.385
11:18,7.385
11:23,7.40
11:28,7.40
11:33,7.39
11:38,7.40
11:44,7.417
11:48,7.406
11:53,7.42
11:58,7.425
12:03,7.43
12:08,7.43
12:14,7.443
12:18,7.452
12:23,7.452
12:28,7.452
12:33,7.458
12:38,7.464
12:43,7.449
12:48,7.451
12:53,7.447
12:58,7.437
13:03,7.43
13:08,7.431
13:13,7.451
13:23,7.45
13:28,7.448
13:33,7.43
13:38,7.418
13:43,7.40
13:48,7.413
13:53,7.413
13:58,7.412
14:03,7.415
14:08,7.40
14:13,7.40
14:18,7.411
14:24,7.40
14:28,7.39
14:34,7.39
14:39,7.39
14:43,7.39
14:49,7.391
14:53,7.39
14:58,7.39
15:03,7.39
15:08,7.39
15:14,7.409
15:18,7.401
15:23,7.401
15:29,7.401
15:34,7.417
15:38,7.407
15:43,7.406
15:48,7.421
15:53,7.39
15:59,7.39
16:03,7.392
16:08,7.396
16:13,7.39
16:18,7.409
16:23,7.40
16:28,7.406
16:33,7.403
16:39,7.408
16:44,7.40
16:48,7.40
16:53,7.368
16:58,7.347
17:03,7.344
17:08,7.352
17:13,7.358
17:18,7.379
17:23,7.385
17:29,7.357
17:35,7.374
